*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/pythia.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec17/619.lbm-s0.trace.xz
Heartbeat CPU  0 instructions:   42000000 cycles:   81524894 heartbeat IPC: 0.47740 cumulative IPC: 0.41388 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   43000002 cycles:   83997140 heartbeat IPC: 0.40449 cumulative IPC: 0.41359 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   86095106 heartbeat IPC: 0.47665 cumulative IPC: 0.41520 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   45000003 cycles:   88312057 heartbeat IPC: 0.45107 cumulative IPC: 0.41615 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   46000000 cycles:   90430490 heartbeat IPC: 0.47205 cumulative IPC: 0.41752 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   47000002 cycles:   92928494 heartbeat IPC: 0.40032 cumulative IPC: 0.41704 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   95132347 heartbeat IPC: 0.45375 cumulative IPC: 0.41793 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   97108684 heartbeat IPC: 0.50599 cumulative IPC: 0.41980 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   99198718 heartbeat IPC: 0.47846 cumulative IPC: 0.42109 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:   51000000 cycles:  101171824 heartbeat IPC: 0.50681 cumulative IPC: 0.42284 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:  103300264 heartbeat IPC: 0.46983 cumulative IPC: 0.42385 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:   53000003 cycles:  105499158 heartbeat IPC: 0.45478 cumulative IPC: 0.42452 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   54000003 cycles:  107632588 heartbeat IPC: 0.46873 cumulative IPC: 0.42543 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   55000000 cycles:  109707273 heartbeat IPC: 0.48200 cumulative IPC: 0.42654 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:  111763116 heartbeat IPC: 0.48642 cumulative IPC: 0.42769 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:   57000003 cycles:  113695214 heartbeat IPC: 0.51757 cumulative IPC: 0.42927 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   58000002 cycles:  116128919 heartbeat IPC: 0.41090 cumulative IPC: 0.42887 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:  118024813 heartbeat IPC: 0.52746 cumulative IPC: 0.43052 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:  120155968 heartbeat IPC: 0.46923 cumulative IPC: 0.43123 (Simulation time: 0 hr 2 min 55 sec) 
Finished CPU 0 instructions: 50000000 cycles: 115948216 cumulative IPC: 0.43123 (Simulation time: 0 hr 2 min 55 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 50000000
Core_0_cycles 115948216
Core_0_IPC 0.43123

Core_0_branch_prediction_accuracy 97.72417
Core_0_branch_MPKI 0.36452
Core_0_average_ROB_occupancy_at_mispredict 243.04828

Core_0_L1D_total_access 13222556
Core_0_L1D_total_hit 9869334
Core_0_L1D_total_miss 3353222
Core_0_L1D_loads 4674585
Core_0_L1D_load_hit 4166269
Core_0_L1D_load_miss 508316
Core_0_L1D_RFOs 8547971
Core_0_L1D_RFO_hit 5703065
Core_0_L1D_RFO_miss 2844906
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 481.31319

Core_0_L1D_rq_access 11436401
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 6321825
Core_0_L1D_rq_to_cache 4742973
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 8740015
Core_0_L1D_wq_forward 371603
Core_0_L1D_wq_merged 105983
Core_0_L1D_wq_to_cache 8634032
Core_0_L1D_wq_full 380059

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 114270
Core_0_L1D_acc_level_0 114270
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 11620226
Core_0_L1I_total_hit 11620226
Core_0_L1I_total_miss 0
Core_0_L1I_loads 11620226
Core_0_L1I_load_hit 11620226
Core_0_L1I_load_miss 0
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency -nan

Core_0_L1I_rq_access 50000006
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 38379780
Core_0_L1I_rq_to_cache 11620226
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 114270
Core_0_L1I_acc_level_0 114270
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 7255208
Core_0_L2C_total_hit 4664063
Core_0_L2C_total_miss 2591145
Core_0_L2C_loads 508315
Core_0_L2C_load_hit 394229
Core_0_L2C_load_miss 114086
Core_0_L2C_RFOs 2844904
Core_0_L2C_RFO_hit 762562
Core_0_L2C_RFO_miss 2082342
Core_0_L2C_prefetches 1057082
Core_0_L2C_prefetch_hit 662796
Core_0_L2C_prefetch_miss 394286
Core_0_L2C_writebacks 2844907
Core_0_L2C_writeback_hit 2844476
Core_0_L2C_writeback_miss 431
Core_0_L2C_prefetch_requested 2006508
Core_0_L2C_prefetch_dropped 0
Core_0_L2C_prefetch_issued 2006508
Core_0_L2C_prefetch_filled 498668
Core_0_L2C_prefetch_useful 498337
Core_0_L2C_prefetch_useless 329
Core_0_L2C_prefetch_late 77823
Core_0_L2C_average_miss_latency 730.45239

Core_0_L2C_rq_access 3353234
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 3353232
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 2844907
Core_0_L2C_wq_forward 2
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 2844907
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 2006508
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 275378
Core_0_L2C_pq_to_cache 1731130
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 114270
Core_0_L2C_acc_level_0 430
Core_0_L2C_acc_level_1 1403
Core_0_L2C_acc_level_2 2347
Core_0_L2C_acc_level_3 3498
Core_0_L2C_acc_level_4 4584
Core_0_L2C_acc_level_5 6572
Core_0_L2C_acc_level_6 8960
Core_0_L2C_acc_level_7 10875
Core_0_L2C_acc_level_8 11826
Core_0_L2C_acc_level_9 63775

Core_0_LLC_total_access 4672130
Core_0_LLC_total_hit 1860414
Core_0_LLC_total_miss 2811716
Core_0_LLC_loads 36357
Core_0_LLC_load_hit 169
Core_0_LLC_load_miss 36188
Core_0_LLC_RFOs 2081773
Core_0_LLC_RFO_hit 556485
Core_0_LLC_RFO_miss 1525288
Core_0_LLC_prefetches 472015
Core_0_LLC_prefetch_hit 255
Core_0_LLC_prefetch_miss 471760
Core_0_LLC_writebacks 2081985
Core_0_LLC_writeback_hit 1303505
Core_0_LLC_writeback_miss 778480
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 576099
Core_0_LLC_prefetch_useful 3
Core_0_LLC_prefetch_useless 575732
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 658.50669

Core_0_LLC_rq_access 2118712
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 2118143
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 2081984
Core_0_LLC_wq_forward 569
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 2081984
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 576492
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 576492
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 117340
Core_0_LLC_acc_level_0 117337
Core_0_LLC_acc_level_1 2
Core_0_LLC_acc_level_2 1
Core_0_LLC_acc_level_3 0
Core_0_LLC_acc_level_4 0
Core_0_LLC_acc_level_5 0
Core_0_LLC_acc_level_6 0
Core_0_LLC_acc_level_7 0
Core_0_LLC_acc_level_8 0
Core_0_LLC_acc_level_9 0

Core_0_major_page_fault 0
Core_0_minor_page_fault 22513

scooby_st_lookup 620412
scooby_st_hit 610676
scooby_st_evict 9672
scooby_st_insert 9736
scooby_st_streaming 0

scooby_predict_called 620412
scooby_predict_out_of_bounds 19186
scooby_predict_action_1 310889
scooby_predict_issue_action_1 247000
scooby_predict_hit_action_1 63889
scooby_predict_out_of_bounds_action_1 5031
scooby_predict_action_3 289521
scooby_predict_issue_action_3 235157
scooby_predict_hit_action_3 54364
scooby_predict_out_of_bounds_action_3 13985
scooby_predict_action_4 67
scooby_predict_issue_action_4 67
scooby_predict_hit_action_4 0
scooby_predict_out_of_bounds_action_4 6
scooby_predict_action_5 69
scooby_predict_issue_action_5 69
scooby_predict_hit_action_5 0
scooby_predict_out_of_bounds_action_5 8
scooby_predict_action_10 71
scooby_predict_issue_action_10 71
scooby_predict_hit_action_10 0
scooby_predict_out_of_bounds_action_10 14
scooby_predict_action_11 67
scooby_predict_issue_action_11 67
scooby_predict_hit_action_11 0
scooby_predict_out_of_bounds_action_11 3
scooby_predict_action_12 68
scooby_predict_issue_action_12 68
scooby_predict_hit_action_12 0
scooby_predict_out_of_bounds_action_12 8
scooby_predict_action_22 55
scooby_predict_issue_action_22 55
scooby_predict_hit_action_22 0
scooby_predict_out_of_bounds_action_22 27
scooby_predict_action_23 46
scooby_predict_issue_action_23 46
scooby_predict_hit_action_23 0
scooby_predict_out_of_bounds_action_23 28
scooby_predict_action_30 53
scooby_predict_issue_action_30 53
scooby_predict_hit_action_30 0
scooby_predict_out_of_bounds_action_30 36
scooby_predict_action_32 32
scooby_predict_issue_action_32 32
scooby_predict_hit_action_32 0
scooby_predict_out_of_bounds_action_32 31
scooby_predict_action_-1 81
scooby_predict_issue_action_-1 19
scooby_predict_hit_action_-1 62
scooby_predict_out_of_bounds_action_-1 1
scooby_predict_action_-3 72
scooby_predict_issue_action_-3 21
scooby_predict_hit_action_-3 51
scooby_predict_out_of_bounds_action_-3 1
scooby_predict_action_-6 59
scooby_predict_issue_action_-6 9
scooby_predict_hit_action_-6 50
scooby_predict_out_of_bounds_action_-6 7
scooby_predict_action_0 76
scooby_predict_issue_action_0 0
scooby_predict_hit_action_0 0
scooby_predict_out_of_bounds_action_0 0
scooby_predict_multi_deg_called 421749
scooby_predict_predicted 2006508
scooby_predict_multi_deg 1523774
scooby_predict_multi_deg_2 406328
scooby_predict_multi_deg_3 351219
scooby_predict_multi_deg_4 335885
scooby_predict_multi_deg_5 222777
scooby_predict_multi_deg_6 207565
scooby_predict_multi_deg_7 0
scooby_predict_multi_deg_8 0
scooby_predict_multi_deg_9 0
scooby_predict_multi_deg_10 0
scooby_predict_multi_deg_11 0
scooby_predict_multi_deg_12 0
scooby_predict_multi_deg_13 0
scooby_predict_multi_deg_14 0
scooby_predict_multi_deg_15 0
scooby_predict_multi_deg_16 0

scooby_selected_deg_1 60985
scooby_selected_deg_2 39790
scooby_selected_deg_3 0
scooby_selected_deg_4 98180
scooby_selected_deg_5 0
scooby_selected_deg_6 283779
scooby_selected_deg_7 0
scooby_selected_deg_8 0
scooby_selected_deg_9 0
scooby_selected_deg_10 0
scooby_selected_deg_11 0
scooby_selected_deg_12 0
scooby_selected_deg_13 0
scooby_selected_deg_14 0
scooby_selected_deg_15 0
scooby_selected_deg_16 0

scooby_state_401cb0|1|0 3865,0,0,0,0,1,0,2,1,0,1,1,0,2,0,3873,
scooby_state_401cb0|0|0 3863,1,1,0,1,1,1,1,0,1,0,1,0,1,1,3873,
scooby_state_401cb0|3|3 3865,0,0,0,1,0,0,3,1,0,1,0,0,0,1,3872,
scooby_state_401cb0|4|4 2000,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2003,
scooby_state_401cb0|35|3 1935,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1938,
scooby_state_401cb0|42|4 1936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1937,
scooby_state_401cb0|33|4 1930,0,0,0,2,0,1,0,1,1,1,0,0,0,1,1937,
scooby_state_401cb0|40|4 1930,1,0,0,0,0,0,0,1,1,2,0,2,0,0,1937,
scooby_state_401cb0|55|3 1934,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1937,
scooby_state_401cb0|10|3 1931,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1937,
scooby_state_401cb0|48|3 1933,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1937,
scooby_state_401cb0|34|3 1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,
scooby_state_401cb0|51|4 1935,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1937,
