*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/pythia.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec06/482.sphinx3-s1.trace.gz
Heartbeat CPU  0 instructions:   42000002 cycles:   26145260 heartbeat IPC: 1.62054 cumulative IPC: 1.46606 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   43000001 cycles:   26943265 heartbeat IPC: 1.25312 cumulative IPC: 1.45855 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   27505755 heartbeat IPC: 1.77781 cumulative IPC: 1.46629 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   28131170 heartbeat IPC: 1.59894 cumulative IPC: 1.46978 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   46000003 cycles:   28931677 heartbeat IPC: 1.24921 cumulative IPC: 1.46260 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   47000002 cycles:   29490937 heartbeat IPC: 1.78808 cumulative IPC: 1.46983 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   30136010 heartbeat IPC: 1.55021 cumulative IPC: 1.47184 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   49000001 cycles:   30895054 heartbeat IPC: 1.31745 cumulative IPC: 1.46743 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   50000003 cycles:   31455408 heartbeat IPC: 1.78459 cumulative IPC: 1.47398 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   32118655 heartbeat IPC: 1.50773 cumulative IPC: 1.47479 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   32839663 heartbeat IPC: 1.38695 cumulative IPC: 1.47257 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   53000001 cycles:   33397578 heartbeat IPC: 1.79239 cumulative IPC: 1.47870 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   54000000 cycles:   34056493 heartbeat IPC: 1.51764 cumulative IPC: 1.47956 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   34740215 heartbeat IPC: 1.46259 cumulative IPC: 1.47918 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   35297452 heartbeat IPC: 1.79456 cumulative IPC: 1.48486 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   57000001 cycles:   36105896 heartbeat IPC: 1.23695 cumulative IPC: 1.47855 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   58000003 cycles:   37225371 heartbeat IPC: 0.89328 cumulative IPC: 1.45864 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   59000000 cycles:   38007984 heartbeat IPC: 1.27777 cumulative IPC: 1.45444 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   38570379 heartbeat IPC: 1.77811 cumulative IPC: 1.45975 (Simulation time: 0 hr 1 min 41 sec) 
Finished CPU 0 instructions: 50000000 cycles: 34252374 cumulative IPC: 1.45975 (Simulation time: 0 hr 1 min 41 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 50000000
Core_0_cycles 34252374
Core_0_IPC 1.45975

Core_0_branch_prediction_accuracy 98.76540
Core_0_branch_MPKI 1.05530
Core_0_average_ROB_occupancy_at_mispredict 126.45377

Core_0_L1D_total_access 7546312
Core_0_L1D_total_hit 6876250
Core_0_L1D_total_miss 670062
Core_0_L1D_loads 6800253
Core_0_L1D_load_hit 6197057
Core_0_L1D_load_miss 603196
Core_0_L1D_RFOs 746059
Core_0_L1D_RFO_hit 679193
Core_0_L1D_RFO_miss 66866
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 21.64893

Core_0_L1D_rq_access 11585121
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 4401195
Core_0_L1D_rq_to_cache 7183922
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 920792
Core_0_L1D_wq_forward 4
Core_0_L1D_wq_merged 8945
Core_0_L1D_wq_to_cache 911847
Core_0_L1D_wq_full 7756

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 37644
Core_0_L1D_acc_level_0 37644
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 12792520
Core_0_L1I_total_hit 12791625
Core_0_L1I_total_miss 895
Core_0_L1I_loads 12792520
Core_0_L1I_load_hit 12791625
Core_0_L1I_load_miss 895
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 117.45028

Core_0_L1I_rq_access 50000007
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 37206737
Core_0_L1I_rq_to_cache 12793270
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 37644
Core_0_L1I_acc_level_0 37644
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 3203472
Core_0_L2C_total_hit 2560258
Core_0_L2C_total_miss 643214
Core_0_L2C_loads 604091
Core_0_L2C_load_hit 551063
Core_0_L2C_load_miss 53028
Core_0_L2C_RFOs 66866
Core_0_L2C_RFO_hit 5745
Core_0_L2C_RFO_miss 61121
Core_0_L2C_prefetches 2462620
Core_0_L2C_prefetch_hit 1933744
Core_0_L2C_prefetch_miss 528876
Core_0_L2C_writebacks 69895
Core_0_L2C_writeback_hit 69706
Core_0_L2C_writeback_miss 189
Core_0_L2C_prefetch_requested 3301816
Core_0_L2C_prefetch_dropped 4028
Core_0_L2C_prefetch_issued 3297788
Core_0_L2C_prefetch_filled 657695
Core_0_L2C_prefetch_useful 601908
Core_0_L2C_prefetch_useless 55764
Core_0_L2C_prefetch_late 9446
Core_0_L2C_average_miss_latency 74.46632

Core_0_L2C_rq_access 670957
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 670957
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 69895
Core_0_L2C_wq_forward 0
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 69895
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 3297788
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 88923
Core_0_L2C_pq_to_cache 3208865
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 37644
Core_0_L2C_acc_level_0 6298
Core_0_L2C_acc_level_1 313
Core_0_L2C_acc_level_2 331
Core_0_L2C_acc_level_3 391
Core_0_L2C_acc_level_4 807
Core_0_L2C_acc_level_5 847
Core_0_L2C_acc_level_6 971
Core_0_L2C_acc_level_7 1127
Core_0_L2C_acc_level_8 1816
Core_0_L2C_acc_level_9 24743

Core_0_LLC_total_access 706700
Core_0_LLC_total_hit 461875
Core_0_LLC_total_miss 244825
Core_0_LLC_loads 43658
Core_0_LLC_load_hit 36104
Core_0_LLC_load_miss 7554
Core_0_LLC_RFOs 61120
Core_0_LLC_RFO_hit 59229
Core_0_LLC_RFO_miss 1891
Core_0_LLC_prefetches 538247
Core_0_LLC_prefetch_hit 303516
Core_0_LLC_prefetch_miss 234731
Core_0_LLC_writebacks 63675
Core_0_LLC_writeback_hit 63026
Core_0_LLC_writeback_miss 649
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 326371
Core_0_LLC_prefetch_useful 2315
Core_0_LLC_prefetch_useless 299866
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 120.04463

Core_0_LLC_rq_access 104778
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 104778
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 63675
Core_0_LLC_wq_forward 0
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 63675
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 667141
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 667141
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 37667
Core_0_LLC_acc_level_0 36578
Core_0_LLC_acc_level_1 431
Core_0_LLC_acc_level_2 293
Core_0_LLC_acc_level_3 64
Core_0_LLC_acc_level_4 20
Core_0_LLC_acc_level_5 164
Core_0_LLC_acc_level_6 21
Core_0_LLC_acc_level_7 16
Core_0_LLC_acc_level_8 6
Core_0_LLC_acc_level_9 74

Core_0_major_page_fault 0
Core_0_minor_page_fault 2334

scooby_st_lookup 749648
scooby_st_hit 726962
scooby_st_evict 22622
scooby_st_insert 22686
scooby_st_streaming 0

scooby_predict_called 749648
scooby_predict_out_of_bounds 21850
scooby_predict_action_1 660290
scooby_predict_issue_action_1 644562
scooby_predict_hit_action_1 15728
scooby_predict_out_of_bounds_action_1 10601
scooby_predict_action_3 1722
scooby_predict_issue_action_3 1528
scooby_predict_hit_action_3 194
scooby_predict_out_of_bounds_action_3 132
scooby_predict_action_4 821
scooby_predict_issue_action_4 725
scooby_predict_hit_action_4 96
scooby_predict_out_of_bounds_action_4 47
scooby_predict_action_5 9137
scooby_predict_issue_action_5 8936
scooby_predict_hit_action_5 201
scooby_predict_out_of_bounds_action_5 783
scooby_predict_action_10 49941
scooby_predict_issue_action_10 49476
scooby_predict_hit_action_10 465
scooby_predict_out_of_bounds_action_10 8971
scooby_predict_action_11 565
scooby_predict_issue_action_11 499
scooby_predict_hit_action_11 66
scooby_predict_out_of_bounds_action_11 106
scooby_predict_action_12 655
scooby_predict_issue_action_12 595
scooby_predict_hit_action_12 60
scooby_predict_out_of_bounds_action_12 134
scooby_predict_action_22 393
scooby_predict_issue_action_22 335
scooby_predict_hit_action_22 58
scooby_predict_out_of_bounds_action_22 173
scooby_predict_action_23 432
scooby_predict_issue_action_23 386
scooby_predict_hit_action_23 46
scooby_predict_out_of_bounds_action_23 203
scooby_predict_action_30 271
scooby_predict_issue_action_30 247
scooby_predict_hit_action_30 24
scooby_predict_out_of_bounds_action_30 259
scooby_predict_action_32 458
scooby_predict_issue_action_32 420
scooby_predict_hit_action_32 38
scooby_predict_out_of_bounds_action_32 344
scooby_predict_action_-1 767
scooby_predict_issue_action_-1 622
scooby_predict_hit_action_-1 145
scooby_predict_out_of_bounds_action_-1 19
scooby_predict_action_-3 705
scooby_predict_issue_action_-3 554
scooby_predict_hit_action_-3 151
scooby_predict_out_of_bounds_action_-3 34
scooby_predict_action_-6 651
scooby_predict_issue_action_-6 514
scooby_predict_hit_action_-6 137
scooby_predict_out_of_bounds_action_-6 44
scooby_predict_action_0 990
scooby_predict_issue_action_0 0
scooby_predict_hit_action_0 0
scooby_predict_out_of_bounds_action_0 0
scooby_predict_multi_deg_called 627934
scooby_predict_predicted 3301816
scooby_predict_multi_deg 2592417
scooby_predict_multi_deg_2 609176
scooby_predict_multi_deg_3 555496
scooby_predict_multi_deg_4 537173
scooby_predict_multi_deg_5 450272
scooby_predict_multi_deg_6 440300
scooby_predict_multi_deg_7 0
scooby_predict_multi_deg_8 0
scooby_predict_multi_deg_9 0
scooby_predict_multi_deg_10 0
scooby_predict_multi_deg_11 0
scooby_predict_multi_deg_12 0
scooby_predict_multi_deg_13 0
scooby_predict_multi_deg_14 0
scooby_predict_multi_deg_15 0
scooby_predict_multi_deg_16 0

scooby_selected_deg_1 81465
scooby_selected_deg_2 35553
scooby_selected_deg_3 0
scooby_selected_deg_4 75254
scooby_selected_deg_5 0
scooby_selected_deg_6 517127
scooby_selected_deg_7 0
scooby_selected_deg_8 0
scooby_selected_deg_9 0
scooby_selected_deg_10 0
scooby_selected_deg_11 0
scooby_selected_deg_12 0
scooby_selected_deg_13 0
scooby_selected_deg_14 0
scooby_selected_deg_15 0
scooby_selected_deg_16 0

scooby_state_4268ce|32|1 2986,0,1,0,1,1,0,2,0,0,1,0,0,0,0,2992,
scooby_state_4268ce|0|0 2984,0,1,0,2,1,0,0,1,0,0,2,0,0,0,2991,
scooby_state_4268ce|39|1 2983,0,0,0,0,1,1,0,2,1,0,0,0,0,0,2988,
scooby_state_4268ce|51|1 2986,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2988,
scooby_state_4268ce|42|1 2981,0,0,1,0,1,0,0,2,2,0,1,0,0,0,2988,
scooby_state_4268ce|38|1 2982,0,0,1,3,0,0,2,0,0,0,0,0,0,0,2988,
scooby_state_4268ce|19|1 2983,1,0,1,1,0,0,0,0,0,1,1,0,0,0,2988,
scooby_state_4268ce|55|1 2981,1,0,1,0,0,0,0,1,0,0,0,0,1,2,2987,
scooby_state_4268ce|6|1 2980,0,1,0,1,0,2,0,0,0,1,1,1,0,0,2987,
scooby_state_4268ce|7|1 2978,1,1,2,1,0,0,0,0,1,0,0,2,1,0,2987,
scooby_state_4268ce|59|1 2981,0,0,1,0,0,0,1,1,1,0,0,0,1,0,2986,
scooby_state_4268ce|23|1 2981,1,1,0,1,0,0,1,0,0,1,0,0,0,0,2986,
scooby_state_4268ce|45|1 2981,0,0,0,0,1,0,1,1,1,0,1,0,0,0,2986,
