*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/pythia.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec06/410.bwaves-s0.trace.gz
Heartbeat CPU  0 instructions:   42000000 cycles:   33872105 heartbeat IPC: 1.15805 cumulative IPC: 1.16025 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   43000001 cycles:   34734638 heartbeat IPC: 1.15938 cumulative IPC: 1.16022 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   35593517 heartbeat IPC: 1.16431 cumulative IPC: 1.16034 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   36456509 heartbeat IPC: 1.15876 cumulative IPC: 1.16029 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   46000000 cycles:   37318694 heartbeat IPC: 1.15984 cumulative IPC: 1.16028 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   38182551 heartbeat IPC: 1.15760 cumulative IPC: 1.16021 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   39046623 heartbeat IPC: 1.15731 cumulative IPC: 1.16013 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   49000001 cycles:   39912561 heartbeat IPC: 1.15482 cumulative IPC: 1.16000 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   50000002 cycles:   40772068 heartbeat IPC: 1.16346 cumulative IPC: 1.16008 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   51000000 cycles:   41640346 heartbeat IPC: 1.15170 cumulative IPC: 1.15988 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   42500407 heartbeat IPC: 1.16271 cumulative IPC: 1.15994 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   53000003 cycles:   43363943 heartbeat IPC: 1.15803 cumulative IPC: 1.15990 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   44226995 heartbeat IPC: 1.15868 cumulative IPC: 1.15987 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   55000000 cycles:   45093550 heartbeat IPC: 1.15399 cumulative IPC: 1.15974 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   45960872 heartbeat IPC: 1.15297 cumulative IPC: 1.15959 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:   57000003 cycles:   46827001 heartbeat IPC: 1.15457 cumulative IPC: 1.15949 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   47691559 heartbeat IPC: 1.15666 cumulative IPC: 1.15943 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   59000001 cycles:   48553298 heartbeat IPC: 1.16045 cumulative IPC: 1.15945 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   49414794 heartbeat IPC: 1.16077 cumulative IPC: 1.15947 (Simulation time: 0 hr 2 min 29 sec) 
Finished CPU 0 instructions: 50000000 cycles: 43123088 cumulative IPC: 1.15947 (Simulation time: 0 hr 2 min 29 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 50000000
Core_0_cycles 43123088
Core_0_IPC 1.15947

Core_0_branch_prediction_accuracy 99.94973
Core_0_branch_MPKI 0.01504
Core_0_average_ROB_occupancy_at_mispredict 248.18750

Core_0_L1D_total_access 20380628
Core_0_L1D_total_hit 19165443
Core_0_L1D_total_miss 1215185
Core_0_L1D_loads 18999461
Core_0_L1D_load_hit 17813522
Core_0_L1D_load_miss 1185939
Core_0_L1D_RFOs 1381167
Core_0_L1D_RFO_hit 1351921
Core_0_L1D_RFO_miss 29246
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 40.77113

Core_0_L1D_rq_access 26135339
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 6933668
Core_0_L1D_rq_to_cache 19201671
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 1408347
Core_0_L1D_wq_forward 0
Core_0_L1D_wq_merged 0
Core_0_L1D_wq_to_cache 1408347
Core_0_L1D_wq_full 0

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 46587
Core_0_L1D_acc_level_0 46587
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 13636031
Core_0_L1I_total_hit 13636031
Core_0_L1I_total_miss 0
Core_0_L1I_loads 13636031
Core_0_L1I_load_hit 13636031
Core_0_L1I_load_miss 0
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency -nan

Core_0_L1I_rq_access 50000007
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 36363976
Core_0_L1I_rq_to_cache 13636031
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 46587
Core_0_L1I_acc_level_0 46587
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 4642863
Core_0_L2C_total_hit 3504235
Core_0_L2C_total_miss 1138628
Core_0_L2C_loads 1185584
Core_0_L2C_load_hit 1098117
Core_0_L2C_load_miss 87467
Core_0_L2C_RFOs 29228
Core_0_L2C_RFO_hit 39
Core_0_L2C_RFO_miss 29189
Core_0_L2C_prefetches 3395934
Core_0_L2C_prefetch_hit 2374129
Core_0_L2C_prefetch_miss 1021805
Core_0_L2C_writebacks 32117
Core_0_L2C_writeback_hit 31950
Core_0_L2C_writeback_miss 167
Core_0_L2C_prefetch_requested 7248124
Core_0_L2C_prefetch_dropped 2197449
Core_0_L2C_prefetch_issued 5050675
Core_0_L2C_prefetch_filled 1235150
Core_0_L2C_prefetch_useful 1235080
Core_0_L2C_prefetch_useless 18
Core_0_L2C_prefetch_late 34433
Core_0_L2C_average_miss_latency 290.76669

Core_0_L2C_rq_access 1215185
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 1214812
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 32117
Core_0_L2C_wq_forward 385
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 32117
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 5050675
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 522926
Core_0_L2C_pq_to_cache 4527737
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 46587
Core_0_L2C_acc_level_0 1
Core_0_L2C_acc_level_1 0
Core_0_L2C_acc_level_2 4
Core_0_L2C_acc_level_3 4
Core_0_L2C_acc_level_4 30
Core_0_L2C_acc_level_5 80
Core_0_L2C_acc_level_6 256
Core_0_L2C_acc_level_7 1639
Core_0_L2C_acc_level_8 6715
Core_0_L2C_acc_level_9 37858

Core_0_LLC_total_access 1167872
Core_0_LLC_total_hit 804
Core_0_LLC_total_miss 1167068
Core_0_LLC_loads 53091
Core_0_LLC_load_hit 8
Core_0_LLC_load_miss 53083
Core_0_LLC_RFOs 29189
Core_0_LLC_RFO_hit 0
Core_0_LLC_RFO_miss 29189
Core_0_LLC_prefetches 1056181
Core_0_LLC_prefetch_hit 431
Core_0_LLC_prefetch_miss 1055750
Core_0_LLC_writebacks 29411
Core_0_LLC_writeback_hit 365
Core_0_LLC_writeback_miss 29046
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 1267234
Core_0_LLC_prefetch_useful 28
Core_0_LLC_prefetch_useless 1263207
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 256.99199

Core_0_LLC_rq_access 82280
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 82280
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 29411
Core_0_LLC_wq_forward 0
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 29411
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 1269583
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 1269583
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 48257
Core_0_LLC_acc_level_0 48257
Core_0_LLC_acc_level_1 0
Core_0_LLC_acc_level_2 0
Core_0_LLC_acc_level_3 0
Core_0_LLC_acc_level_4 0
Core_0_LLC_acc_level_5 0
Core_0_LLC_acc_level_6 0
Core_0_LLC_acc_level_7 0
Core_0_LLC_acc_level_8 0
Core_0_LLC_acc_level_9 0

Core_0_major_page_fault 0
Core_0_minor_page_fault 20347

scooby_st_lookup 1428152
scooby_st_hit 1407338
scooby_st_evict 20750
scooby_st_insert 20814
scooby_st_streaming 0

scooby_predict_called 1428152
scooby_predict_out_of_bounds 22286
scooby_predict_action_1 1403485
scooby_predict_issue_action_1 1379383
scooby_predict_hit_action_1 24102
scooby_predict_out_of_bounds_action_1 21862
scooby_predict_action_3 506
scooby_predict_issue_action_3 505
scooby_predict_hit_action_3 1
scooby_predict_out_of_bounds_action_3 11
scooby_predict_action_4 173
scooby_predict_issue_action_4 173
scooby_predict_hit_action_4 0
scooby_predict_out_of_bounds_action_4 10
scooby_predict_action_5 155
scooby_predict_issue_action_5 155
scooby_predict_hit_action_5 0
scooby_predict_out_of_bounds_action_5 14
scooby_predict_action_10 171
scooby_predict_issue_action_10 171
scooby_predict_hit_action_10 0
scooby_predict_out_of_bounds_action_10 31
scooby_predict_action_11 139
scooby_predict_issue_action_11 139
scooby_predict_hit_action_11 0
scooby_predict_out_of_bounds_action_11 24
scooby_predict_action_12 153
scooby_predict_issue_action_12 153
scooby_predict_hit_action_12 0
scooby_predict_out_of_bounds_action_12 32
scooby_predict_action_22 128
scooby_predict_issue_action_22 128
scooby_predict_hit_action_22 0
scooby_predict_out_of_bounds_action_22 55
scooby_predict_action_23 116
scooby_predict_issue_action_23 116
scooby_predict_hit_action_23 0
scooby_predict_out_of_bounds_action_23 61
scooby_predict_action_30 102
scooby_predict_issue_action_30 102
scooby_predict_hit_action_30 0
scooby_predict_out_of_bounds_action_30 82
scooby_predict_action_32 76
scooby_predict_issue_action_32 76
scooby_predict_hit_action_32 0
scooby_predict_out_of_bounds_action_32 77
scooby_predict_action_-1 168
scooby_predict_issue_action_-1 4
scooby_predict_hit_action_-1 164
scooby_predict_out_of_bounds_action_-1 4
scooby_predict_action_-3 165
scooby_predict_issue_action_-3 5
scooby_predict_hit_action_-3 160
scooby_predict_out_of_bounds_action_-3 5
scooby_predict_action_-6 147
scooby_predict_issue_action_-6 11
scooby_predict_hit_action_-6 136
scooby_predict_out_of_bounds_action_-6 18
scooby_predict_action_0 182
scooby_predict_issue_action_0 0
scooby_predict_hit_action_0 0
scooby_predict_out_of_bounds_action_0 0
scooby_predict_multi_deg_called 1314207
scooby_predict_predicted 7248124
scooby_predict_multi_deg 5867003
scooby_predict_multi_deg_2 1292387
scooby_predict_multi_deg_3 1228945
scooby_predict_multi_deg_4 1207112
scooby_predict_multi_deg_5 1080191
scooby_predict_multi_deg_6 1058368
scooby_predict_multi_deg_7 0
scooby_predict_multi_deg_8 0
scooby_predict_multi_deg_9 0
scooby_predict_multi_deg_10 0
scooby_predict_multi_deg_11 0
scooby_predict_multi_deg_12 0
scooby_predict_multi_deg_13 0
scooby_predict_multi_deg_14 0
scooby_predict_multi_deg_15 0
scooby_predict_multi_deg_16 0

scooby_selected_deg_1 66914
scooby_selected_deg_2 41628
scooby_selected_deg_3 0
scooby_selected_deg_4 105105
scooby_selected_deg_5 0
scooby_selected_deg_6 1167474
scooby_selected_deg_7 0
scooby_selected_deg_8 0
scooby_selected_deg_9 0
scooby_selected_deg_10 0
scooby_selected_deg_11 0
scooby_selected_deg_12 0
scooby_selected_deg_13 0
scooby_selected_deg_14 0
scooby_selected_deg_15 0
scooby_selected_deg_16 0

scooby_state_4019e0|32|1 3524,1,0,1,1,2,0,0,0,0,0,0,0,0,0,3529,
scooby_state_4019f7|32|1 3227,0,1,1,1,0,1,0,0,1,0,0,0,1,0,3233,
scooby_state_401a54|32|1 3139,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3143,
scooby_state_4019e0|33|1 3053,0,0,0,2,0,0,0,0,1,0,0,1,0,0,3057,
scooby_state_401a3d|32|1 2971,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2974,
scooby_state_401a26|32|1 2903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2904,
scooby_state_401a54|33|1 2894,0,1,0,1,0,1,2,1,0,0,0,0,0,1,2901,
scooby_state_401a07|32|1 2891,0,1,0,1,1,0,1,0,0,1,0,1,0,1,2898,
scooby_state_401a16|32|1 2864,0,0,1,0,0,1,0,1,1,0,1,2,1,0,2872,
scooby_state_401a26|33|1 2832,0,1,2,2,0,0,2,0,0,0,0,1,0,1,2841,
scooby_state_4019f7|33|1 2823,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2826,
scooby_state_401a3d|33|1 2789,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2793,
scooby_state_401a07|33|1 2744,2,0,0,2,1,0,1,1,0,0,1,1,0,0,2753,
