*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/pythia.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec06/462.libquantum-s2.trace.gz
Heartbeat CPU  0 instructions:   42000000 cycles:   58498059 heartbeat IPC: 1.25884 cumulative IPC: 0.57740 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   43000001 cycles:   59295620 heartbeat IPC: 1.25382 cumulative IPC: 0.58699 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   60091509 heartbeat IPC: 1.25646 cumulative IPC: 0.59634 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   45000002 cycles:   60885992 heartbeat IPC: 1.25868 cumulative IPC: 0.60544 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   61682162 heartbeat IPC: 1.25601 cumulative IPC: 0.61428 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   62477199 heartbeat IPC: 1.25780 cumulative IPC: 0.62289 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   63272435 heartbeat IPC: 1.25749 cumulative IPC: 0.63128 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   64069471 heartbeat IPC: 1.25465 cumulative IPC: 0.63942 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   64865006 heartbeat IPC: 1.25701 cumulative IPC: 0.64738 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   51000000 cycles:   65659784 heartbeat IPC: 1.25821 cumulative IPC: 0.65513 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   66454130 heartbeat IPC: 1.25890 cumulative IPC: 0.66270 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   67249560 heartbeat IPC: 1.25718 cumulative IPC: 0.67007 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   68013617 heartbeat IPC: 1.30881 cumulative IPC: 0.67758 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   68848574 heartbeat IPC: 1.19767 cumulative IPC: 0.68419 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   70166879 heartbeat IPC: 0.75855 cumulative IPC: 0.68565 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   57000001 cycles:   71504279 heartbeat IPC: 0.74772 cumulative IPC: 0.68686 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   72842591 heartbeat IPC: 0.74721 cumulative IPC: 0.68802 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   74195499 heartbeat IPC: 0.73915 cumulative IPC: 0.68899 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   75525450 heartbeat IPC: 0.75191 cumulative IPC: 0.69015 (Simulation time: 0 hr 1 min 54 sec) 
Finished CPU 0 instructions: 50000000 cycles: 72448432 cumulative IPC: 0.69015 (Simulation time: 0 hr 1 min 54 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 50000000
Core_0_cycles 72448432
Core_0_IPC 0.69015

Core_0_branch_prediction_accuracy 99.25146
Core_0_branch_MPKI 1.62314
Core_0_average_ROB_occupancy_at_mispredict 120.71596

Core_0_L1D_total_access 4295765
Core_0_L1D_total_hit 2678341
Core_0_L1D_total_miss 1617424
Core_0_L1D_loads 2117421
Core_0_L1D_load_hit 500009
Core_0_L1D_load_miss 1617412
Core_0_L1D_RFOs 2178344
Core_0_L1D_RFO_hit 2178332
Core_0_L1D_RFO_miss 12
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 110.32521

Core_0_L1D_rq_access 6469616
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 2725834
Core_0_L1D_rq_to_cache 3743782
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 2178371
Core_0_L1D_wq_forward 0
Core_0_L1D_wq_merged 0
Core_0_L1D_wq_to_cache 2178371
Core_0_L1D_wq_full 0

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 71311
Core_0_L1D_acc_level_0 71311
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 10399248
Core_0_L1I_total_hit 10399245
Core_0_L1I_total_miss 3
Core_0_L1I_loads 10399248
Core_0_L1I_load_hit 10399245
Core_0_L1I_load_miss 3
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 161.00000

Core_0_L1I_rq_access 50000233
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 39600979
Core_0_L1I_rq_to_cache 10399254
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 71311
Core_0_L1I_acc_level_0 71311
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 4349742
Core_0_L2C_total_hit 2732299
Core_0_L2C_total_miss 1617443
Core_0_L2C_loads 1617415
Core_0_L2C_load_hit 953899
Core_0_L2C_load_miss 663516
Core_0_L2C_RFOs 12
Core_0_L2C_RFO_hit 0
Core_0_L2C_RFO_miss 12
Core_0_L2C_prefetches 2126957
Core_0_L2C_prefetch_hit 1173042
Core_0_L2C_prefetch_miss 953915
Core_0_L2C_writebacks 605358
Core_0_L2C_writeback_hit 605358
Core_0_L2C_writeback_miss 0
Core_0_L2C_prefetch_requested 9740879
Core_0_L2C_prefetch_dropped 0
Core_0_L2C_prefetch_issued 9740879
Core_0_L2C_prefetch_filled 1226548
Core_0_L2C_prefetch_useful 1226514
Core_0_L2C_prefetch_useless 32
Core_0_L2C_prefetch_late 570457
Core_0_L2C_average_miss_latency 220.72013

Core_0_L2C_rq_access 1617427
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 1617427
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 605358
Core_0_L2C_wq_forward 0
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 605358
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 9740879
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 2561081
Core_0_L2C_pq_to_cache 7179798
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 71311
Core_0_L2C_acc_level_0 1
Core_0_L2C_acc_level_1 0
Core_0_L2C_acc_level_2 8
Core_0_L2C_acc_level_3 238
Core_0_L2C_acc_level_4 691
Core_0_L2C_acc_level_5 612
Core_0_L2C_acc_level_6 296
Core_0_L2C_acc_level_7 1488
Core_0_L2C_acc_level_8 2423
Core_0_L2C_acc_level_9 65554

Core_0_LLC_total_access 2222898
Core_0_LLC_total_hit 70535
Core_0_LLC_total_miss 2152363
Core_0_LLC_loads 93059
Core_0_LLC_load_hit 2419
Core_0_LLC_load_miss 90640
Core_0_LLC_RFOs 12
Core_0_LLC_RFO_hit 4
Core_0_LLC_RFO_miss 8
Core_0_LLC_prefetches 1524372
Core_0_LLC_prefetch_hit 36904
Core_0_LLC_prefetch_miss 1487468
Core_0_LLC_writebacks 605455
Core_0_LLC_writeback_hit 31208
Core_0_LLC_writeback_miss 574247
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 1760101
Core_0_LLC_prefetch_useful 488
Core_0_LLC_prefetch_useless 1757898
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 184.59716

Core_0_LLC_rq_access 93071
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 93071
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 605455
Core_0_LLC_wq_forward 0
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 605455
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 1797007
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 1797007
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 73756
Core_0_LLC_acc_level_0 73632
Core_0_LLC_acc_level_1 115
Core_0_LLC_acc_level_2 6
Core_0_LLC_acc_level_3 3
Core_0_LLC_acc_level_4 0
Core_0_LLC_acc_level_5 0
Core_0_LLC_acc_level_6 0
Core_0_LLC_acc_level_7 0
Core_0_LLC_acc_level_8 0
Core_0_LLC_acc_level_9 0

Core_0_major_page_fault 0
Core_0_minor_page_fault 8202

scooby_st_lookup 1894408
scooby_st_hit 1864784
scooby_st_evict 29560
scooby_st_insert 29624
scooby_st_streaming 0

scooby_predict_called 1894408
scooby_predict_out_of_bounds 30132
scooby_predict_action_1 1861599
scooby_predict_issue_action_1 1859819
scooby_predict_hit_action_1 1780
scooby_predict_out_of_bounds_action_1 29557
scooby_predict_action_3 245
scooby_predict_issue_action_3 245
scooby_predict_hit_action_3 0
scooby_predict_out_of_bounds_action_3 8
scooby_predict_action_4 227
scooby_predict_issue_action_4 227
scooby_predict_hit_action_4 0
scooby_predict_out_of_bounds_action_4 15
scooby_predict_action_5 208
scooby_predict_issue_action_5 208
scooby_predict_hit_action_5 0
scooby_predict_out_of_bounds_action_5 16
scooby_predict_action_10 214
scooby_predict_issue_action_10 214
scooby_predict_hit_action_10 0
scooby_predict_out_of_bounds_action_10 45
scooby_predict_action_11 188
scooby_predict_issue_action_11 188
scooby_predict_hit_action_11 0
scooby_predict_out_of_bounds_action_11 35
scooby_predict_action_12 185
scooby_predict_issue_action_12 185
scooby_predict_hit_action_12 0
scooby_predict_out_of_bounds_action_12 45
scooby_predict_action_22 156
scooby_predict_issue_action_22 156
scooby_predict_hit_action_22 0
scooby_predict_out_of_bounds_action_22 88
scooby_predict_action_23 156
scooby_predict_issue_action_23 156
scooby_predict_hit_action_23 0
scooby_predict_out_of_bounds_action_23 78
scooby_predict_action_30 110
scooby_predict_issue_action_30 110
scooby_predict_hit_action_30 0
scooby_predict_out_of_bounds_action_30 114
scooby_predict_action_32 103
scooby_predict_issue_action_32 103
scooby_predict_hit_action_32 0
scooby_predict_out_of_bounds_action_32 94
scooby_predict_action_-1 234
scooby_predict_issue_action_-1 4
scooby_predict_hit_action_-1 230
scooby_predict_out_of_bounds_action_-1 0
scooby_predict_action_-3 216
scooby_predict_issue_action_-3 2
scooby_predict_hit_action_-3 214
scooby_predict_out_of_bounds_action_-3 18
scooby_predict_action_-6 203
scooby_predict_issue_action_-6 3
scooby_predict_hit_action_-6 200
scooby_predict_out_of_bounds_action_-6 19
scooby_predict_action_0 232
scooby_predict_issue_action_0 0
scooby_predict_hit_action_0 0
scooby_predict_out_of_bounds_action_0 0
scooby_predict_multi_deg_called 1770975
scooby_predict_predicted 9740879
scooby_predict_multi_deg 7879259
scooby_predict_multi_deg_2 1741454
scooby_predict_multi_deg_3 1652731
scooby_predict_multi_deg_4 1623216
scooby_predict_multi_deg_5 1445683
scooby_predict_multi_deg_6 1416175
scooby_predict_multi_deg_7 0
scooby_predict_multi_deg_8 0
scooby_predict_multi_deg_9 0
scooby_predict_multi_deg_10 0
scooby_predict_multi_deg_11 0
scooby_predict_multi_deg_12 0
scooby_predict_multi_deg_13 0
scooby_predict_multi_deg_14 0
scooby_predict_multi_deg_15 0
scooby_predict_multi_deg_16 0

scooby_selected_deg_1 90645
scooby_selected_deg_2 59208
scooby_selected_deg_3 0
scooby_selected_deg_4 148015
scooby_selected_deg_5 0
scooby_selected_deg_6 1563752
scooby_selected_deg_7 0
scooby_selected_deg_8 0
scooby_selected_deg_9 0
scooby_selected_deg_10 0
scooby_selected_deg_11 0
scooby_selected_deg_12 0
scooby_selected_deg_13 0
scooby_selected_deg_14 0
scooby_selected_deg_15 0
scooby_selected_deg_16 0

scooby_state_401f04|0|0 21385,2,3,2,0,1,5,0,0,3,1,0,4,5,0,21411,
scooby_state_401f04|58|1 21374,2,0,3,3,1,3,1,3,1,4,2,3,4,4,21408,
scooby_state_401f04|53|1 21376,1,1,1,2,3,2,4,2,2,1,3,3,3,4,21408,
scooby_state_401f04|59|1 21375,3,0,2,3,3,3,4,2,0,1,5,5,0,2,21408,
scooby_state_401f04|54|1 21355,3,2,5,4,7,4,4,2,6,4,3,2,5,2,21408,
scooby_state_401f04|60|1 21370,2,2,1,4,2,3,7,0,2,1,2,5,4,3,21408,
scooby_state_401f04|52|1 21363,2,7,2,5,1,1,3,4,4,5,4,2,2,3,21408,
scooby_state_401f04|57|1 21374,3,2,4,3,2,4,3,2,3,4,1,1,2,0,21408,
scooby_state_401f04|56|1 21364,3,2,4,5,2,4,4,2,4,2,2,3,4,3,21408,
scooby_state_401f04|2|1 21364,2,2,3,4,1,3,4,4,1,3,3,3,2,9,21408,
scooby_state_401f04|1|1 21375,2,2,0,1,2,1,1,2,2,5,3,7,2,3,21408,
scooby_state_401f04|63|1 21373,1,3,3,3,1,3,1,3,3,2,2,5,3,2,21408,
scooby_state_401f04|5|1 21380,2,7,1,3,2,2,3,2,1,0,0,1,2,2,21408,
