*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/pythia.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec17/607.cactuBSSN-s3.trace.xz
Heartbeat CPU  0 instructions:   42000000 cycles:   23666576 heartbeat IPC: 1.58509 cumulative IPC: 1.58502 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   24297377 heartbeat IPC: 1.58529 cumulative IPC: 1.58503 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   24928280 heartbeat IPC: 1.58503 cumulative IPC: 1.58503 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   25559176 heartbeat IPC: 1.58505 cumulative IPC: 1.58503 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   26190300 heartbeat IPC: 1.58448 cumulative IPC: 1.58501 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   47000002 cycles:   26820891 heartbeat IPC: 1.58581 cumulative IPC: 1.58504 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   27451843 heartbeat IPC: 1.58490 cumulative IPC: 1.58503 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   28082981 heartbeat IPC: 1.58444 cumulative IPC: 1.58502 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   50000000 cycles:   28713664 heartbeat IPC: 1.58558 cumulative IPC: 1.58503 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   51000002 cycles:   29344559 heartbeat IPC: 1.58505 cumulative IPC: 1.58503 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   29975690 heartbeat IPC: 1.58445 cumulative IPC: 1.58502 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   53000002 cycles:   30670754 heartbeat IPC: 1.43872 cumulative IPC: 1.58128 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   54000000 cycles:   31255253 heartbeat IPC: 1.71086 cumulative IPC: 1.58401 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   31839458 heartbeat IPC: 1.71173 cumulative IPC: 1.58664 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   32423423 heartbeat IPC: 1.71243 cumulative IPC: 1.58917 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   33007518 heartbeat IPC: 1.71205 cumulative IPC: 1.59160 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   33591259 heartbeat IPC: 1.71309 cumulative IPC: 1.59396 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   59000001 cycles:   34174975 heartbeat IPC: 1.71316 cumulative IPC: 1.59623 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   34758639 heartbeat IPC: 1.71331 cumulative IPC: 1.59841 (Simulation time: 0 hr 1 min 36 sec) 
Finished CPU 0 instructions: 50000000 cycles: 31281077 cumulative IPC: 1.59841 (Simulation time: 0 hr 1 min 36 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 50000000
Core_0_cycles 31281077
Core_0_IPC 1.59841

Core_0_branch_prediction_accuracy 99.95528
Core_0_branch_MPKI 0.05308
Core_0_average_ROB_occupancy_at_mispredict 215.43105

Core_0_L1D_total_access 7801612
Core_0_L1D_total_hit 7755184
Core_0_L1D_total_miss 46428
Core_0_L1D_loads 6314653
Core_0_L1D_load_hit 6268236
Core_0_L1D_load_miss 46417
Core_0_L1D_RFOs 1486959
Core_0_L1D_RFO_hit 1486948
Core_0_L1D_RFO_miss 11
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 16.10173

Core_0_L1D_rq_access 10119019
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 3804302
Core_0_L1D_rq_to_cache 6314717
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 1486977
Core_0_L1D_wq_forward 0
Core_0_L1D_wq_merged 2
Core_0_L1D_wq_to_cache 1486975
Core_0_L1D_wq_full 0

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 33868
Core_0_L1D_acc_level_0 33868
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 12890528
Core_0_L1I_total_hit 12890290
Core_0_L1I_total_miss 238
Core_0_L1I_loads 12890528
Core_0_L1I_load_hit 12890290
Core_0_L1I_load_miss 238
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 125.61765

Core_0_L1I_rq_access 50000007
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 37109427
Core_0_L1I_rq_to_cache 12890580
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 33868
Core_0_L1I_acc_level_0 33868
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 285451
Core_0_L2C_total_hit 238479
Core_0_L2C_total_miss 46972
Core_0_L2C_loads 46655
Core_0_L2C_load_hit 45702
Core_0_L2C_load_miss 953
Core_0_L2C_RFOs 11
Core_0_L2C_RFO_hit 8
Core_0_L2C_RFO_miss 3
Core_0_L2C_prefetches 238727
Core_0_L2C_prefetch_hit 192714
Core_0_L2C_prefetch_miss 46013
Core_0_L2C_writebacks 58
Core_0_L2C_writeback_hit 55
Core_0_L2C_writeback_miss 3
Core_0_L2C_prefetch_requested 286121
Core_0_L2C_prefetch_dropped 0
Core_0_L2C_prefetch_issued 286121
Core_0_L2C_prefetch_filled 55078
Core_0_L2C_prefetch_useful 54754
Core_0_L2C_prefetch_useless 319
Core_0_L2C_prefetch_late 12
Core_0_L2C_average_miss_latency 103.75117

Core_0_L2C_rq_access 46666
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 46666
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 58
Core_0_L2C_wq_forward 0
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 58
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 286121
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 63
Core_0_L2C_pq_to_cache 286058
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 33868
Core_0_L2C_acc_level_0 751
Core_0_L2C_acc_level_1 730
Core_0_L2C_acc_level_2 617
Core_0_L2C_acc_level_3 419
Core_0_L2C_acc_level_4 668
Core_0_L2C_acc_level_5 1196
Core_0_L2C_acc_level_6 1333
Core_0_L2C_acc_level_7 1563
Core_0_L2C_acc_level_8 1610
Core_0_L2C_acc_level_9 24981

Core_0_LLC_total_access 47026
Core_0_LLC_total_hit 55
Core_0_LLC_total_miss 46971
Core_0_LLC_loads 941
Core_0_LLC_load_hit 0
Core_0_LLC_load_miss 941
Core_0_LLC_RFOs 3
Core_0_LLC_RFO_hit 0
Core_0_LLC_RFO_miss 3
Core_0_LLC_prefetches 46025
Core_0_LLC_prefetch_hit 0
Core_0_LLC_prefetch_miss 46025
Core_0_LLC_writebacks 57
Core_0_LLC_writeback_hit 55
Core_0_LLC_writeback_miss 2
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 55090
Core_0_LLC_prefetch_useful 0
Core_0_LLC_prefetch_useless 23054
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 73.73997

Core_0_LLC_rq_access 944
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 944
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 57
Core_0_LLC_wq_forward 0
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 57
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 55091
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 55091
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 33945
Core_0_LLC_acc_level_0 33945
Core_0_LLC_acc_level_1 0
Core_0_LLC_acc_level_2 0
Core_0_LLC_acc_level_3 0
Core_0_LLC_acc_level_4 0
Core_0_LLC_acc_level_5 0
Core_0_LLC_acc_level_6 0
Core_0_LLC_acc_level_7 0
Core_0_LLC_acc_level_8 0
Core_0_LLC_acc_level_9 0

Core_0_major_page_fault 0
Core_0_minor_page_fault 940

scooby_st_lookup 55859
scooby_st_hit 54914
scooby_st_evict 881
scooby_st_insert 945
scooby_st_streaming 0

scooby_predict_called 55859
scooby_predict_out_of_bounds 881
scooby_predict_action_1 54873
scooby_predict_issue_action_1 54809
scooby_predict_hit_action_1 64
scooby_predict_out_of_bounds_action_1 869
scooby_predict_action_3 45
scooby_predict_issue_action_3 43
scooby_predict_hit_action_3 2
scooby_predict_out_of_bounds_action_3 1
scooby_predict_action_4 6
scooby_predict_issue_action_4 6
scooby_predict_hit_action_4 0
scooby_predict_out_of_bounds_action_4 1
scooby_predict_action_5 5
scooby_predict_issue_action_5 5
scooby_predict_hit_action_5 0
scooby_predict_out_of_bounds_action_5 0
scooby_predict_action_10 8
scooby_predict_issue_action_10 8
scooby_predict_hit_action_10 0
scooby_predict_out_of_bounds_action_10 1
scooby_predict_action_11 7
scooby_predict_issue_action_11 7
scooby_predict_hit_action_11 0
scooby_predict_out_of_bounds_action_11 0
scooby_predict_action_12 3
scooby_predict_issue_action_12 3
scooby_predict_hit_action_12 0
scooby_predict_out_of_bounds_action_12 0
scooby_predict_action_22 4
scooby_predict_issue_action_22 4
scooby_predict_hit_action_22 0
scooby_predict_out_of_bounds_action_22 1
scooby_predict_action_23 4
scooby_predict_issue_action_23 4
scooby_predict_hit_action_23 0
scooby_predict_out_of_bounds_action_23 1
scooby_predict_action_30 5
scooby_predict_issue_action_30 5
scooby_predict_hit_action_30 0
scooby_predict_out_of_bounds_action_30 1
scooby_predict_action_32 5
scooby_predict_issue_action_32 5
scooby_predict_hit_action_32 0
scooby_predict_out_of_bounds_action_32 4
scooby_predict_action_-1 5
scooby_predict_issue_action_-1 0
scooby_predict_hit_action_-1 5
scooby_predict_out_of_bounds_action_-1 0
scooby_predict_action_-3 3
scooby_predict_issue_action_-3 0
scooby_predict_hit_action_-3 3
scooby_predict_out_of_bounds_action_-3 0
scooby_predict_action_-6 1
scooby_predict_issue_action_-6 0
scooby_predict_hit_action_-6 1
scooby_predict_out_of_bounds_action_-6 2
scooby_predict_action_0 4
scooby_predict_issue_action_0 0
scooby_predict_hit_action_0 0
scooby_predict_out_of_bounds_action_0 0
scooby_predict_multi_deg_called 52045
scooby_predict_predicted 286121
scooby_predict_multi_deg 231222
scooby_predict_multi_deg_2 51179
scooby_predict_multi_deg_3 48520
scooby_predict_multi_deg_4 47652
scooby_predict_multi_deg_5 42367
scooby_predict_multi_deg_6 41504
scooby_predict_multi_deg_7 0
scooby_predict_multi_deg_8 0
scooby_predict_multi_deg_9 0
scooby_predict_multi_deg_10 0
scooby_predict_multi_deg_11 0
scooby_predict_multi_deg_12 0
scooby_predict_multi_deg_13 0
scooby_predict_multi_deg_14 0
scooby_predict_multi_deg_15 0
scooby_predict_multi_deg_16 0

scooby_selected_deg_1 2854
scooby_selected_deg_2 1797
scooby_selected_deg_3 0
scooby_selected_deg_4 4425
scooby_selected_deg_5 0
scooby_selected_deg_6 45823
scooby_selected_deg_7 0
scooby_selected_deg_8 0
scooby_selected_deg_9 0
scooby_selected_deg_10 0
scooby_selected_deg_11 0
scooby_selected_deg_12 0
scooby_selected_deg_13 0
scooby_selected_deg_14 0
scooby_selected_deg_15 0
scooby_selected_deg_16 0

scooby_state_620ae3|8|1 757,1,0,0,0,1,0,0,0,0,0,0,0,0,0,759,
scooby_state_620ae3|10|1 755,0,1,0,0,0,0,0,0,1,2,0,0,0,0,759,
scooby_state_620ae3|5|1 757,0,0,1,0,0,0,0,0,0,1,0,0,0,0,759,
scooby_state_620ae3|57|1 758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,759,
scooby_state_620ae3|62|1 757,0,1,0,0,0,0,0,1,0,0,0,0,0,0,759,
scooby_state_620ae3|15|1 758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,759,
scooby_state_620ae3|24|1 758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,759,
scooby_state_620ae3|4|1 757,0,0,0,1,0,0,0,0,0,0,0,0,1,0,759,
scooby_state_620ae3|56|1 759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,
scooby_state_620ae3|61|1 759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,
scooby_state_620ae3|59|1 757,1,0,0,0,0,0,0,0,0,1,0,0,0,0,759,
scooby_state_620ae3|22|1 757,0,1,0,0,0,0,1,0,0,0,0,0,0,0,759,
scooby_state_620ae3|9|1 756,0,0,0,0,1,1,0,0,0,0,1,0,0,0,759,
scooby_state_620ae3|13|1 759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,
