*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/pythia.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec06/473.astar-s0.trace.gz
Heartbeat CPU  0 instructions:   42000001 cycles:   71429996 heartbeat IPC: 0.53691 cumulative IPC: 0.49291 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   43000001 cycles:   73340090 heartbeat IPC: 0.52353 cumulative IPC: 0.49378 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   75267514 heartbeat IPC: 0.51883 cumulative IPC: 0.49448 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   77263374 heartbeat IPC: 0.50104 cumulative IPC: 0.49467 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   79131105 heartbeat IPC: 0.53541 cumulative IPC: 0.49572 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   81009381 heartbeat IPC: 0.53240 cumulative IPC: 0.49664 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   82892244 heartbeat IPC: 0.53111 cumulative IPC: 0.49749 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   49000003 cycles:   84758658 heartbeat IPC: 0.53579 cumulative IPC: 0.49840 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   86582825 heartbeat IPC: 0.54819 cumulative IPC: 0.49954 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   88409332 heartbeat IPC: 0.54749 cumulative IPC: 0.50061 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   90341667 heartbeat IPC: 0.51751 cumulative IPC: 0.50100 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   53000001 cycles:   92243850 heartbeat IPC: 0.52571 cumulative IPC: 0.50155 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   54000003 cycles:   94090676 heartbeat IPC: 0.54147 cumulative IPC: 0.50239 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   95886510 heartbeat IPC: 0.55684 cumulative IPC: 0.50348 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   97692326 heartbeat IPC: 0.55376 cumulative IPC: 0.50448 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   99480858 heartbeat IPC: 0.55912 cumulative IPC: 0.50553 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   58000003 cycles:  101304317 heartbeat IPC: 0.54841 cumulative IPC: 0.50635 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:  103119413 heartbeat IPC: 0.55094 cumulative IPC: 0.50719 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:  104950551 heartbeat IPC: 0.54611 cumulative IPC: 0.50792 (Simulation time: 0 hr 1 min 56 sec) 
Finished CPU 0 instructions: 50000002 cycles: 98441671 cumulative IPC: 0.50791 (Simulation time: 0 hr 1 min 56 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 50000002
Core_0_cycles 98441671
Core_0_IPC 0.50791

Core_0_branch_prediction_accuracy 96.99000
Core_0_branch_MPKI 3.91610
Core_0_average_ROB_occupancy_at_mispredict 120.47913

Core_0_L1D_total_access 14519774
Core_0_L1D_total_hit 14261830
Core_0_L1D_total_miss 257944
Core_0_L1D_loads 9451444
Core_0_L1D_load_hit 9237967
Core_0_L1D_load_miss 213477
Core_0_L1D_RFOs 5068330
Core_0_L1D_RFO_hit 5023863
Core_0_L1D_RFO_miss 44467
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 61.22627

Core_0_L1D_rq_access 12476083
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 2998028
Core_0_L1D_rq_to_cache 9478055
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 5183844
Core_0_L1D_wq_forward 0
Core_0_L1D_wq_merged 4
Core_0_L1D_wq_to_cache 5183840
Core_0_L1D_wq_full 0

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 101103
Core_0_L1D_acc_level_0 101103
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 13242156
Core_0_L1I_total_hit 13242070
Core_0_L1I_total_miss 86
Core_0_L1I_loads 13242156
Core_0_L1I_load_hit 13242070
Core_0_L1I_load_miss 86
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 179.56977

Core_0_L1I_rq_access 50000126
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 36757947
Core_0_L1I_rq_to_cache 13242179
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 101103
Core_0_L1I_acc_level_0 101103
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 602359
Core_0_L2C_total_hit 426125
Core_0_L2C_total_miss 176234
Core_0_L2C_loads 213557
Core_0_L2C_load_hit 152979
Core_0_L2C_load_miss 60578
Core_0_L2C_RFOs 44467
Core_0_L2C_RFO_hit 8743
Core_0_L2C_RFO_miss 35724
Core_0_L2C_prefetches 227461
Core_0_L2C_prefetch_hit 148307
Core_0_L2C_prefetch_miss 79154
Core_0_L2C_writebacks 116874
Core_0_L2C_writeback_hit 116096
Core_0_L2C_writeback_miss 778
Core_0_L2C_prefetch_requested 334311
Core_0_L2C_prefetch_dropped 0
Core_0_L2C_prefetch_issued 334311
Core_0_L2C_prefetch_filled 114495
Core_0_L2C_prefetch_useful 33616
Core_0_L2C_prefetch_useless 80060
Core_0_L2C_prefetch_late 518
Core_0_L2C_average_miss_latency 132.95344

Core_0_L2C_rq_access 258030
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 258024
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 116874
Core_0_L2C_wq_forward 6
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 116874
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 334311
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 24
Core_0_L2C_pq_to_cache 334287
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 101103
Core_0_L2C_acc_level_0 60582
Core_0_L2C_acc_level_1 10766
Core_0_L2C_acc_level_2 10006
Core_0_L2C_acc_level_3 6630
Core_0_L2C_acc_level_4 2315
Core_0_L2C_acc_level_5 5298
Core_0_L2C_acc_level_6 2698
Core_0_L2C_acc_level_7 1164
Core_0_L2C_acc_level_8 769
Core_0_L2C_acc_level_9 875

Core_0_LLC_total_access 255824
Core_0_LLC_total_hit 130583
Core_0_LLC_total_miss 125241
Core_0_LLC_loads 60101
Core_0_LLC_load_hit 27764
Core_0_LLC_load_miss 32337
Core_0_LLC_RFOs 35724
Core_0_LLC_RFO_hit 15927
Core_0_LLC_RFO_miss 19797
Core_0_LLC_prefetches 79631
Core_0_LLC_prefetch_hit 31155
Core_0_LLC_prefetch_miss 48476
Core_0_LLC_writebacks 80368
Core_0_LLC_writeback_hit 55737
Core_0_LLC_writeback_miss 24631
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 72195
Core_0_LLC_prefetch_useful 5033
Core_0_LLC_prefetch_useless 60929
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 144.59648

Core_0_LLC_rq_access 95825
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 95825
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 80368
Core_0_LLC_wq_forward 0
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 80368
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 115013
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 115013
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 102491
Core_0_LLC_acc_level_0 96728
Core_0_LLC_acc_level_1 2380
Core_0_LLC_acc_level_2 1675
Core_0_LLC_acc_level_3 398
Core_0_LLC_acc_level_4 109
Core_0_LLC_acc_level_5 901
Core_0_LLC_acc_level_6 101
Core_0_LLC_acc_level_7 57
Core_0_LLC_acc_level_8 24
Core_0_LLC_acc_level_9 118

Core_0_major_page_fault 0
Core_0_minor_page_fault 5010

scooby_st_lookup 283240
scooby_st_hit 126094
scooby_st_evict 157082
scooby_st_insert 157146
scooby_st_streaming 0

scooby_predict_called 283240
scooby_predict_out_of_bounds 8260
scooby_predict_action_1 225041
scooby_predict_issue_action_1 178393
scooby_predict_hit_action_1 46648
scooby_predict_out_of_bounds_action_1 4483
scooby_predict_action_3 1384
scooby_predict_issue_action_3 1072
scooby_predict_hit_action_3 312
scooby_predict_out_of_bounds_action_3 43
scooby_predict_action_4 1138
scooby_predict_issue_action_4 963
scooby_predict_hit_action_4 175
scooby_predict_out_of_bounds_action_4 76
scooby_predict_action_5 1193
scooby_predict_issue_action_5 950
scooby_predict_hit_action_5 243
scooby_predict_out_of_bounds_action_5 126
scooby_predict_action_10 986
scooby_predict_issue_action_10 894
scooby_predict_hit_action_10 92
scooby_predict_out_of_bounds_action_10 146
scooby_predict_action_11 860
scooby_predict_issue_action_11 834
scooby_predict_hit_action_11 26
scooby_predict_out_of_bounds_action_11 146
scooby_predict_action_12 863
scooby_predict_issue_action_12 839
scooby_predict_hit_action_12 24
scooby_predict_out_of_bounds_action_12 168
scooby_predict_action_22 712
scooby_predict_issue_action_22 662
scooby_predict_hit_action_22 50
scooby_predict_out_of_bounds_action_22 313
scooby_predict_action_23 803
scooby_predict_issue_action_23 712
scooby_predict_hit_action_23 91
scooby_predict_out_of_bounds_action_23 260
scooby_predict_action_30 659
scooby_predict_issue_action_30 571
scooby_predict_hit_action_30 88
scooby_predict_out_of_bounds_action_30 417
scooby_predict_action_32 3935
scooby_predict_issue_action_32 2199
scooby_predict_hit_action_32 1736
scooby_predict_out_of_bounds_action_32 1321
scooby_predict_action_-1 33204
scooby_predict_issue_action_-1 32826
scooby_predict_hit_action_-1 378
scooby_predict_out_of_bounds_action_-1 574
scooby_predict_action_-3 1538
scooby_predict_issue_action_-3 1266
scooby_predict_hit_action_-3 272
scooby_predict_out_of_bounds_action_-3 56
scooby_predict_action_-6 991
scooby_predict_issue_action_-6 915
scooby_predict_hit_action_-6 76
scooby_predict_out_of_bounds_action_-6 131
scooby_predict_action_0 1673
scooby_predict_issue_action_0 0
scooby_predict_hit_action_0 0
scooby_predict_out_of_bounds_action_0 0
scooby_predict_multi_deg_called 28827
scooby_predict_predicted 334311
scooby_predict_multi_deg 111215
scooby_predict_multi_deg_2 28213
scooby_predict_multi_deg_3 23601
scooby_predict_multi_deg_4 23093
scooby_predict_multi_deg_5 18378
scooby_predict_multi_deg_6 17930
scooby_predict_multi_deg_7 0
scooby_predict_multi_deg_8 0
scooby_predict_multi_deg_9 0
scooby_predict_multi_deg_10 0
scooby_predict_multi_deg_11 0
scooby_predict_multi_deg_12 0
scooby_predict_multi_deg_13 0
scooby_predict_multi_deg_14 0
scooby_predict_multi_deg_15 0
scooby_predict_multi_deg_16 0

scooby_selected_deg_1 194269
scooby_selected_deg_2 4116
scooby_selected_deg_3 0
scooby_selected_deg_4 4459
scooby_selected_deg_5 0
scooby_selected_deg_6 20252
scooby_selected_deg_7 0
scooby_selected_deg_8 0
scooby_selected_deg_9 0
scooby_selected_deg_10 0
scooby_selected_deg_11 0
scooby_selected_deg_12 0
scooby_selected_deg_13 0
scooby_selected_deg_14 0
scooby_selected_deg_15 0
scooby_selected_deg_16 0

scooby_state_406cfe|62|0 2752,3,0,0,0,3,1,1,0,3,2,1,0,1,1,2768,
scooby_state_406cfe|61|0 2750,1,1,0,3,0,1,1,1,0,0,0,1,2,0,2761,
scooby_state_406cfe|26|0 2533,5,0,0,2,0,0,0,0,0,0,1,0,0,3,2544,
scooby_state_406cfe|63|0 2499,0,0,0,1,4,0,0,2,2,0,0,1,0,1,2510,
scooby_state_406c70|13|0 2211,2,0,0,1,1,1,0,0,1,163,0,0,1,2,2383,
scooby_state_406cfe|13|0 2339,1,0,2,1,0,1,0,3,0,0,1,1,0,3,2352,
scooby_state_406cfe|12|0 2312,3,0,1,2,3,0,0,2,4,2,1,0,0,2,2332,
scooby_state_406cfe|5|0 2267,2,0,0,2,2,0,0,4,0,2,0,2,0,5,2286,
scooby_state_406cfe|14|0 2221,1,7,0,3,0,2,5,3,1,0,0,1,4,6,2254,
scooby_state_406cfe|4|0 2064,0,1,0,6,0,2,0,4,0,1,0,0,2,4,2084,
scooby_state_406cfe|27|0 2035,0,0,0,1,1,1,1,0,2,0,2,1,0,1,2045,
scooby_state_406cfe|11|0 2030,0,0,2,0,0,0,0,2,0,0,0,1,3,0,2038,
scooby_state_406cfe|0|0 2022,1,0,1,0,0,1,0,0,3,0,1,0,0,1,2030,
